songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
1    0.38    0.33    0.58    0.28    0.20    0.49    0.52    0.35    0.96    0.35    0.43    0.30
2    0.46    0.48    0.60    0.62    0.52    0.75    0.47    0.33    0.85    0.30    0.59    0.20
3    0.46    0.51    0.55    0.68    0.59    0.81    0.42    0.31    0.64    0.28    0.62    0.18
4    0.36    0.30    0.51    0.52    0.51    0.54    0.47    0.33    0.83    0.07    0.04    0.17
5    0.33    0.37    0.39    0.68    0.53    0.95    0.00    0.00    0.00    0.31    0.59    0.21
6    0.49    0.45    0.55    0.94    0.90    0.98    0.54    0.45    0.67    0.00    0.00    0.00
7    0.35    0.28    0.49    0.38    0.32    0.46    0.68    0.51    1.00    0.00    0.00    0.00
8    0.47    0.45    0.57    0.21    0.16    0.28    0.51    0.37    0.82    0.69    0.80    0.60
9    0.78    0.72    0.89    0.93    0.90    0.96    0.51    0.38    0.80    0.90    0.89    0.91
10    0.57    0.47    0.75    0.66    0.55    0.82    0.59    0.44    0.90    0.47    0.43    0.53
11    0.56    0.59    0.61    0.22    0.32    0.17    0.65    0.49    0.96    0.80    0.96    0.68
12    0.53    0.47    0.61    0.87    0.78    0.98    0.00    0.00    0.00    0.72    0.63    0.85
13    0.32    0.22    0.91    0.55    0.42    0.80    0.34    0.21    0.94    0.09    0.04    1.00
14    0.50    0.39    0.69    0.25    0.23    0.29    0.59    0.46    0.85    0.65    0.50    0.93
15    0.50    0.46    0.57    0.42    0.40    0.45    0.37    0.37    0.37    0.73    0.61    0.91
16    0.68    0.55    0.96    0.55    0.38    0.98    0.81    0.70    0.94    0.70    0.55    0.95
17    0.76    0.68    0.88    0.65    0.56    0.77    0.90    0.85    0.96    0.73    0.61    0.92
18    0.63    0.55    0.77    0.89    0.87    0.91    0.47    0.35    0.71    0.52    0.43    0.68
19    0.66    0.73    0.69    0.99    0.99    1.00    0.25    0.57    0.16    0.74    0.62    0.91
20    0.77    0.70    0.87    0.86    0.79    0.95    0.74    0.65    0.86    0.72    0.65    0.80
21    0.44    0.41    0.47    0.20    0.19    0.22    0.36    0.39    0.33    0.75    0.65    0.87
22    0.65    0.53    0.86    0.69    0.54    0.95    0.72    0.60    0.90    0.56    0.45    0.73
23    0.70    0.59    0.87    0.69    0.57    0.90    0.70    0.57    0.91    0.70    0.63    0.80
average    0.54    0.49    0.68    0.60    0.53    0.71    0.50    0.42    0.71    0.51    0.51    0.61
