songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
1    0.52    0.39    0.78    0.37    0.27    0.62    0.61    0.46    0.89    0.58    0.44    0.83
2    0.44    0.34    0.69    0.59    0.51    0.70    0.28    0.19    0.52    0.47    0.32    0.83
3    0.37    0.26    0.73    0.21    0.15    0.35    0.27    0.16    0.93    0.63    0.49    0.89
4    0.54    0.47    0.63    0.79    0.69    0.92    0.82    0.71    0.97    0.00    0.00    0.00
5    0.24    0.24    0.24    0.72    0.71    0.73    0.00    0.00    0.00    0.00    0.00    0.00
6    0.55    0.52    0.70    0.81    0.80    0.81    0.19    0.11    0.58    0.66    0.63    0.70
7    0.68    0.64    0.80    0.55    0.63    0.49    0.89    0.84    0.94    0.61    0.44    0.98
8    0.12    0.25    0.08    0.02    0.02    0.02    0.00    0.00    0.00    0.34    0.75    0.22
9    0.53    0.48    0.60    0.35    0.27    0.47    0.58    0.55    0.60    0.66    0.60    0.73
10    0.17    0.12    0.61    0.07    0.05    0.15    0.02    0.01    1.00    0.41    0.29    0.67
11    0.38    0.33    0.55    0.05    0.04    0.08    0.44    0.29    0.95    0.64    0.67    0.61
12    0.31    0.28    0.35    0.09    0.07    0.14    0.00    0.00    0.00    0.83    0.77    0.91
13    0.28    0.19    0.59    0.06    0.05    0.07    0.37    0.23    0.92    0.41    0.28    0.76
14    0.40    0.49    0.43    0.25    0.41    0.18    0.34    0.23    0.64    0.61    0.84    0.48
15    0.29    0.35    0.29    0.08    0.06    0.13    0.22    0.18    0.29    0.57    0.80    0.44
16    0.40    0.32    0.62    0.32    0.23    0.50    0.16    0.09    0.53    0.72    0.63    0.83
17    0.51    0.45    0.65    0.95    0.93    0.97    0.02    0.01    0.06    0.56    0.41    0.92
18    0.73    0.69    0.78    0.71    0.62    0.84    0.68    0.70    0.67    0.80    0.77    0.83
19    0.39    0.45    0.66    0.49    0.39    0.68    0.13    0.07    0.92    0.53    0.89    0.38
20    0.37    0.26    0.63    0.43    0.29    0.78    0.25    0.18    0.43    0.42    0.30    0.68
21    0.48    0.37    0.70    0.48    0.34    0.82    0.51    0.39    0.74    0.45    0.38    0.55
22    0.33    0.26    0.59    0.26    0.19    0.44    0.20    0.12    0.68    0.54    0.47    0.65
23    0.40    0.32    0.57    0.42    0.38    0.47    0.39    0.28    0.66    0.39    0.29    0.59
24    0.43    0.35    0.75    0.50    0.39    0.69    0.17    0.09    0.89    0.62    0.56    0.69
25    0.32    0.27    0.54    0.34    0.21    0.84    0.38    0.29    0.57    0.25    0.30    0.21
26    0.33    0.33    0.37    0.17    0.13    0.23    0.18    0.13    0.30    0.64    0.74    0.57
27    0.35    0.26    0.62    0.24    0.15    0.60    0.23    0.15    0.53    0.58    0.48    0.74
average    0.40    0.36    0.58    0.38    0.33    0.51    0.31    0.24    0.60    0.52    0.50    0.62
