songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
1    0.47    0.41    0.57    0.95    0.91    0.98    0.45    0.33    0.71    0.00    0.00    0.00
2    0.31    0.26    0.41    0.53    0.47    0.60    0.41    0.31    0.62    0.00    0.00    0.00
3    0.50    0.53    0.74    0.21    0.12    0.97    0.41    0.64    0.30    0.88    0.83    0.94
4    0.60    0.52    0.72    0.67    0.60    0.75    0.39    0.30    0.56    0.74    0.65    0.85
5    0.63    0.82    0.55    0.53    0.60    0.48    0.49    0.94    0.33    0.88    0.91    0.85
6    0.49    0.43    0.58    0.71    0.67    0.75    0.00    0.00    0.00    0.77    0.63    1.00
7    0.79    0.76    0.87    0.82    0.85    0.80    0.64    0.50    0.90    0.91    0.92    0.90
8    0.29    0.43    0.63    0.50    0.37    0.77    0.21    0.85    0.12    0.15    0.08    1.00
9    0.61    0.55    0.78    0.50    0.33    1.00    0.52    0.55    0.50    0.81    0.76    0.86
10    0.61    0.56    0.72    0.90    0.83    0.98    0.50    0.54    0.46    0.42    0.30    0.72
11    0.64    0.54    0.81    0.68    0.52    1.00    0.54    0.47    0.63    0.71    0.63    0.80
12    0.66    0.60    0.82    0.80    0.72    0.91    0.40    0.27    0.78    0.78    0.80    0.77
13    0.23    0.27    0.26    0.19    0.19    0.19    0.49    0.43    0.56    0.03    0.20    0.02
14    0.68    0.70    0.69    0.75    0.64    0.89    0.61    0.66    0.57    0.69    0.78    0.61
15    0.50    0.47    0.84    0.19    0.11    0.96    0.67    0.83    0.56    0.64    0.47    0.99
16    0.40    0.28    0.71    0.67    0.50    1.00    0.33    0.21    0.76    0.20    0.13    0.38
17    0.36    0.35    0.43    0.86    0.77    0.97    0.17    0.12    0.30    0.05    0.17    0.03
18    0.19    0.14    0.33    0.21    0.19    0.25    0.36    0.24    0.75    0.00    0.00    0.00
19    0.37    0.41    0.49    0.35    0.27    0.50    0.35    0.24    0.67    0.42    0.72    0.30
20    0.53    0.52    0.55    0.85    0.75    0.97    0.74    0.81    0.68    0.00    0.00    0.00
21    0.70    0.65    0.75    0.62    0.56    0.68    0.66    0.63    0.69    0.82    0.77    0.89
22    0.78    0.84    0.76    0.87    0.80    0.96    0.51    0.79    0.38    0.94    0.94    0.94
23    0.54    0.58    0.54    0.96    0.95    0.97    0.53    0.52    0.54    0.14    0.26    0.10
average    0.52    0.51    0.63    0.62    0.55    0.80    0.45    0.49    0.54    0.48    0.48    0.56
