songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
1    0.43    0.37    0.58    0.30    0.22    0.46    0.63    0.47    0.96    0.37    0.43    0.32
2    0.47    0.49    0.57    0.64    0.55    0.77    0.59    0.45    0.85    0.17    0.47    0.11
3    0.46    0.53    0.54    0.72    0.65    0.81    0.40    0.29    0.64    0.26    0.64    0.16
4    0.43    0.39    0.66    0.56    0.65    0.48    0.52    0.40    0.76    0.23    0.13    0.75
5    0.37    0.42    0.43    0.66    0.50    0.95    0.00    0.00    0.00    0.46    0.75    0.34
6    0.51    0.48    0.55    0.98    0.98    0.98    0.53    0.45    0.65    0.00    0.00    0.00
7    0.31    0.23    0.52    0.46    0.40    0.55    0.46    0.30    1.00    0.00    0.00    0.00
8    0.46    0.44    0.55    0.30    0.24    0.38    0.39    0.28    0.68    0.68    0.80    0.59
9    0.76    0.67    0.92    0.81    0.72    0.93    0.60    0.44    0.97    0.86    0.84    0.88
10    0.60    0.53    0.70    0.65    0.55    0.79    0.75    0.61    0.98    0.38    0.43    0.34
11    0.50    0.48    0.61    0.10    0.14    0.07    0.51    0.36    0.89    0.90    0.94    0.86
12    0.53    0.48    0.59    0.91    0.85    0.97    0.00    0.00    0.00    0.68    0.58    0.81
13    0.40    0.35    0.79    0.81    0.82    0.80    0.32    0.20    0.83    0.06    0.03    0.75
14    0.40    0.30    0.65    0.12    0.10    0.16    0.52    0.35    0.95    0.58    0.44    0.84
15    0.41    0.34    0.52    0.44    0.42    0.46    0.19    0.15    0.26    0.59    0.45    0.83
16    0.52    0.38    0.86    0.61    0.44    0.99    0.45    0.31    0.83    0.52    0.39    0.75
17    0.61    0.54    0.72    0.50    0.45    0.57    0.87    0.78    0.97    0.47    0.37    0.63
18    0.57    0.57    0.60    0.86    0.83    0.89    0.29    0.42    0.23    0.55    0.45    0.70
19    0.66    0.65    0.71    0.99    0.98    1.00    0.27    0.39    0.21    0.72    0.58    0.93
20    0.71    0.63    0.81    0.87    0.80    0.95    0.69    0.59    0.85    0.57    0.52    0.63
21    0.36    0.28    0.51    0.03    0.02    0.05    0.44    0.33    0.66    0.60    0.48    0.81
22    0.64    0.51    0.86    0.73    0.59    0.94    0.69    0.56    0.89    0.50    0.38    0.76
23    0.63    0.50    0.87    0.77    0.67    0.90    0.51    0.36    0.90    0.60    0.48    0.82
average    0.51    0.46    0.66    0.60    0.55    0.69    0.46    0.37    0.69    0.47    0.46    0.59
