songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
1    0.31    0.27    0.59    0.42    0.49    0.36    0.11    0.06    0.60    0.41    0.28    0.81
2    0.65    0.59    0.72    0.64    0.58    0.72    0.46    0.42    0.51    0.85    0.77    0.93
3    0.52    0.57    0.49    0.49    0.61    0.41    0.34    0.33    0.34    0.74    0.77    0.72
4    0.43    0.42    0.64    0.36    0.26    0.62    0.55    0.76    0.43    0.38    0.24    0.87
5    0.66    0.62    0.70    0.60    0.58    0.62    0.54    0.57    0.52    0.83    0.72    0.96
6    0.58    0.59    0.59    0.56    0.61    0.52    0.44    0.46    0.43    0.74    0.68    0.81
7    0.41    0.31    0.70    0.38    0.27    0.68    0.17    0.10    0.64    0.67    0.58    0.78
8    0.60    0.63    0.67    0.62    0.61    0.63    0.56    0.81    0.43    0.62    0.45    0.96
9    0.58    0.47    0.81    0.69    0.59    0.84    0.59    0.51    0.71    0.44    0.30    0.87
10    0.56    0.60    0.57    0.54    0.53    0.55    0.43    0.66    0.32    0.70    0.61    0.82
11    0.39    0.41    0.37    0.28    0.32    0.24    0.33    0.39    0.29    0.55    0.54    0.57
12    0.58    0.57    0.75    0.64    0.59    0.69    0.76    0.91    0.66    0.35    0.21    0.91
13    0.58    0.50    0.72    0.51    0.45    0.61    0.40    0.29    0.65    0.83    0.77    0.90
14    0.64    0.58    0.71    0.60    0.55    0.67    0.43    0.38    0.51    0.88    0.81    0.96
15    0.52    0.42    0.75    0.60    0.55    0.66    0.65    0.51    0.91    0.31    0.20    0.68
16    0.65    0.59    0.72    0.61    0.55    0.70    0.46    0.40    0.54    0.88    0.83    0.93
17    0.63    0.52    0.92    0.56    0.42    0.85    0.45    0.29    1.00    0.88    0.84    0.92
18    0.60    0.56    0.77    0.75    0.80    0.71    0.73    0.68    0.80    0.32    0.20    0.82
19    0.56    0.46    0.82    0.38    0.26    0.68    0.45    0.30    0.86    0.85    0.80    0.91
20    0.67    0.60    0.79    0.45    0.32    0.73    0.77    0.78    0.76    0.78    0.69    0.88
21    0.47    0.39    0.58    0.42    0.36    0.52    0.43    0.37    0.51    0.55    0.44    0.70
22    0.61    0.59    0.67    0.89    0.80    1.00    0.47    0.59    0.39    0.47    0.39    0.61
23    0.80    0.73    0.91    0.96    0.93    1.00    0.74    0.67    0.82    0.71    0.59    0.90
24    0.67    0.62    0.78    0.96    0.93    0.98    0.45    0.47    0.43    0.62    0.47    0.92
25    0.79    0.80    0.81    0.85    0.74    1.00    0.80    0.94    0.69    0.73    0.72    0.73
26    0.77    0.80    0.79    0.94    0.98    0.91    0.58    0.46    0.79    0.80    0.97    0.68
27    0.73    0.72    0.75    0.98    0.96    1.00    0.43    0.38    0.49    0.78    0.81    0.75
28    0.71    0.87    0.63    0.95    0.93    0.97    0.41    0.74    0.28    0.76    0.92    0.65
29    0.73    0.73    0.74    0.93    0.86    1.00    0.62    0.72    0.54    0.64    0.61    0.68
30    0.66    0.73    0.63    0.92    0.88    0.97    0.34    0.47    0.27    0.72    0.83    0.64
31    0.56    0.55    0.58    0.89    0.81    1.00    0.00    0.00    0.00    0.79    0.83    0.75
32    0.82    0.83    0.82    0.98    0.97    1.00    0.61    0.70    0.53    0.87    0.81    0.93
33    0.87    0.82    0.94    0.96    0.93    1.00    0.73    0.61    0.91    0.92    0.93    0.92
34    0.65    0.66    0.64    0.99    0.97    1.00    0.00    0.00    0.00    0.95    1.00    0.91
35    0.77    0.73    0.88    0.95    0.96    0.95    0.42    0.29    0.74    0.95    0.94    0.96
36    0.82    0.81    0.84    0.94    0.94    0.94    0.57    0.53    0.62    0.97    0.97    0.96
37    0.77    0.70    0.91    0.96    0.93    0.99    0.82    0.79    0.86    0.52    0.37    0.88
38    0.79    0.76    0.84    0.90    0.89    0.91    0.58    0.49    0.72    0.90    0.91    0.89
39    0.88    0.80    0.98    0.96    0.92    1.00    0.86    0.78    0.96    0.82    0.71    0.98
40    0.78    0.72    0.88    0.83    0.71    0.98    0.80    0.88    0.73    0.71    0.58    0.92
41    0.90    0.90    0.90    0.95    0.94    0.97    0.87    0.85    0.89    0.87    0.89    0.85
42    0.77    0.71    0.91    0.92    0.88    0.96    0.52    0.37    0.88    0.89    0.88    0.90
43    0.70    0.62    0.85    0.96    0.97    0.96    0.42    0.31    0.66    0.71    0.58    0.92
44    0.52    0.43    0.70    0.64    0.51    0.85    0.49    0.49    0.50    0.43    0.30    0.75
