songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
1    0.24    0.23    0.26    0.17    0.14    0.24    0.12    0.12    0.12    0.44    0.45    0.43
2    0.53    0.41    0.76    0.69    0.59    0.83    0.33    0.25    0.51    0.57    0.41    0.93
3    0.33    0.25    0.61    0.12    0.09    0.20    0.29    0.17    0.96    0.56    0.48    0.68
4    0.55    0.49    0.62    0.81    0.74    0.90    0.83    0.74    0.95    0.00    0.00    0.00
5    0.24    0.24    0.25    0.73    0.73    0.74    0.00    0.00    0.00    0.00    0.00    0.00
6    0.50    0.51    0.68    0.75    0.74    0.77    0.21    0.12    0.82    0.53    0.66    0.45
7    0.68    0.59    0.88    0.68    0.64    0.72    0.85    0.79    0.93    0.52    0.35    0.98
8    0.12    0.25    0.08    0.02    0.02    0.02    0.00    0.00    0.00    0.33    0.73    0.21
9    0.59    0.55    0.64    0.41    0.34    0.51    0.64    0.60    0.68    0.72    0.72    0.72
10    0.14    0.11    0.55    0.04    0.03    0.10    0.01    0.01    1.00    0.37    0.28    0.54
11    0.34    0.28    0.52    0.03    0.02    0.05    0.46    0.31    0.94    0.54    0.52    0.57
12    0.33    0.29    0.38    0.12    0.09    0.20    0.00    0.00    0.00    0.86    0.79    0.95
13    0.26    0.17    0.56    0.03    0.03    0.04    0.34    0.21    0.93    0.41    0.29    0.72
14    0.33    0.45    0.40    0.15    0.30    0.10    0.30    0.19    0.70    0.54    0.86    0.39
15    0.31    0.35    0.30    0.08    0.06    0.12    0.25    0.23    0.26    0.61    0.77    0.50
16    0.38    0.30    0.58    0.24    0.18    0.36    0.17    0.10    0.55    0.71    0.63    0.83
17    0.51    0.45    0.63    0.96    0.93    0.99    0.00    0.00    0.00    0.56    0.41    0.91
18    0.72    0.71    0.73    0.68    0.63    0.73    0.73    0.76    0.70    0.75    0.75    0.75
19    0.44    0.46    0.72    0.44    0.33    0.63    0.17    0.09    0.96    0.71    0.96    0.56
20    0.45    0.40    0.51    0.71    0.65    0.80    0.21    0.21    0.21    0.42    0.34    0.54
21    0.52    0.42    0.73    0.55    0.41    0.84    0.51    0.38    0.78    0.52    0.48    0.57
22    0.33    0.25    0.56    0.29    0.22    0.45    0.20    0.12    0.66    0.49    0.42    0.58
23    0.38    0.29    0.57    0.40    0.35    0.46    0.32    0.21    0.64    0.42    0.32    0.60
24    0.44    0.37    0.76    0.62    0.49    0.84    0.16    0.09    0.89    0.54    0.53    0.55
25    0.29    0.24    0.44    0.30    0.19    0.70    0.34    0.28    0.43    0.22    0.25    0.20
26    0.36    0.35    0.52    0.19    0.16    0.24    0.31    0.19    0.83    0.58    0.72    0.49
27    0.34    0.26    0.59    0.28    0.18    0.73    0.21    0.14    0.42    0.52    0.46    0.60
average    0.39    0.36    0.55    0.39    0.34    0.49    0.30    0.23    0.59    0.50    0.50    0.56
