songID    all_f    all_p    all_r    bd_f    bd_p    bd_r    sd_f    sd_p    sd_r    hh_f    hh_p    hh_r
1    0.47    0.40    0.60    0.89    0.81    0.98    0.53    0.39    0.83    0.00    0.00    0.00
2    0.29    0.24    0.37    0.45    0.40    0.53    0.41    0.31    0.58    0.00    0.00    0.00
3    0.46    0.53    0.61    0.23    0.13    0.83    0.37    0.64    0.26    0.77    0.82    0.73
4    0.56    0.49    0.65    0.53    0.47    0.60    0.36    0.27    0.53    0.78    0.74    0.81
5    0.55    0.80    0.45    0.52    0.49    0.57    0.47    0.94    0.31    0.65    0.98    0.49
6    0.51    0.46    0.60    0.79    0.76    0.81    0.00    0.00    0.00    0.75    0.61    0.97
7    0.73    0.68    0.94    0.91    0.89    0.92    0.34    0.21    0.95    0.94    0.93    0.95
8    0.29    0.45    0.43    0.52    0.41    0.71    0.26    0.89    0.16    0.08    0.05    0.43
9    0.58    0.58    0.70    0.46    0.30    0.95    0.61    0.69    0.55    0.67    0.76    0.61
10    0.64    0.60    0.70    0.88    0.80    0.99    0.57    0.61    0.53    0.47    0.40    0.58
11    0.67    0.57    0.82    0.74    0.59    1.00    0.56    0.44    0.75    0.70    0.69    0.71
12    0.69    0.64    0.77    0.87    0.82    0.92    0.41    0.31    0.62    0.78    0.79    0.77
13    0.18    0.24    0.16    0.13    0.13    0.12    0.37    0.41    0.34    0.03    0.17    0.02
14    0.51    0.81    0.50    0.74    0.65    0.87    0.10    0.92    0.06    0.69    0.87    0.57
15    0.51    0.47    0.84    0.17    0.10    1.00    0.67    0.76    0.60    0.70    0.56    0.91
16    0.43    0.31    0.73    0.65    0.48    1.00    0.39    0.27    0.71    0.26    0.18    0.48
17    0.33    0.33    0.44    0.78    0.68    0.90    0.17    0.11    0.40    0.05    0.20    0.03
18    0.19    0.31    0.23    0.33    0.28    0.42    0.19    0.15    0.25    0.04    0.50    0.02
19    0.31    0.38    0.41    0.32    0.26    0.42    0.42    0.30    0.71    0.18    0.59    0.11
20    0.52    0.43    0.65    0.78    0.65    0.97    0.77    0.64    0.97    0.00    0.00    0.00
21    0.67    0.60    0.76    0.58    0.54    0.62    0.63    0.52    0.81    0.79    0.74    0.84
22    0.80    0.88    0.77    0.92    0.90    0.94    0.56    0.81    0.42    0.94    0.93    0.94
23    0.61    0.61    0.63    0.99    1.00    0.97    0.52    0.43    0.67    0.31    0.41    0.25
average    0.50    0.51    0.60    0.62    0.54    0.78    0.42    0.48    0.52    0.46    0.52    0.49
